dateData;groupe;editeur;progiciel;nbPsFacturation
202007;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;127
202008;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1541
202008;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;18
202008;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1343
202008;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;670
202008;total;total;total;3699
202008;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;127
202009;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1561
202009;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;16
202009;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1360
202009;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;677
202009;total;total;total;3741
202009;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;127
202010;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1564
202010;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;14
202010;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1370
202010;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;680
202010;total;total;total;3755
202010;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;127
202011;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1575
202011;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;12
202011;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1364
202011;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;672
202011;total;total;total;3748
202011;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;125
202012;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1580
202012;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;7
202012;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1390
202012;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;673
202012;total;total;total;3775
202012;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;125
202101;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1590
202101;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;6
202101;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1385
202101;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;669
202101;total;total;total;3775
202101;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;125
202102;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1586
202102;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;7
202102;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1394
202102;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;PROGIMED FSE;664
202102;total;total;total;3777
202102;__NO_GROUP__CLARISYS INFORMATIQUE;CLARISYS INFORMATIQUE;CLARILAB;126
202103;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1579
202103;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;DX LAB ONE;5
202103;DEDALUS FRANCE;DEDALUS HEALTHCARE FRANCE;HEXALIS;1403
