dateData;groupe;editeur;progiciel;nbPsFacturation
202112;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202112;total;total;total;2610
202112;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1172
202112;__NO_GROUP__IDM;IDM;IDM SOFTWARE;554
202112;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;3
202112;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202201;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;907
202201;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;1
202201;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202201;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202201;total;total;total;2658
202201;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1181
202201;__NO_GROUP__IDM;IDM;IDM SOFTWARE;563
202201;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;2
202201;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202202;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;924
202202;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;7
202202;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202202;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202202;total;total;total;2820
202202;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1266
202202;__NO_GROUP__IDM;IDM;IDM SOFTWARE;616
202202;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;3
202202;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202203;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;996
202203;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;9
202203;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202203;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202203;total;total;total;2982
202203;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1328
202203;__NO_GROUP__IDM;IDM;IDM SOFTWARE;642
202203;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;3
202203;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202204;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1026
202204;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;11
202204;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202204;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202204;total;total;total;3036
202204;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1361
202204;__NO_GROUP__IDM;IDM;IDM SOFTWARE;630
202204;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;4
202204;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202205;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1060
202205;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;13
202205;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202205;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202205;total;total;total;3139
202205;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1421
202205;__NO_GROUP__IDM;IDM;IDM SOFTWARE;639
202205;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;2
202205;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202206;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1110
202206;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;15
202206;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202206;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202206;total;total;total;3264
202206;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1475
202206;__NO_GROUP__IDM;IDM;IDM SOFTWARE;654
202206;__NO_GROUP__OPTIMUM CIT;OPTIMUM CIT;OPTIMUM LIVE;2
202206;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;3
202206;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;3
202207;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1119
202207;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;20
202207;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202207;total;total;total;3303
202207;VIDAL FRANCE;CALIMAPS (BSA DEVELOPPEMENT BORDEAUX);DR SANTE;1
202207;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1509
202207;__NO_GROUP__IDM;IDM;IDM SOFTWARE;646
202207;__NO_GROUP__OPTIMUM CIT;OPTIMUM CIT;OPTIMUM LIVE;2
202207;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;2
202207;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;3
202208;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1102
202208;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;19
202208;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202208;total;total;total;3243
202208;VIDAL FRANCE;CALIMAPS (BSA DEVELOPPEMENT BORDEAUX);DR SANTE;1
202208;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1477
202208;__NO_GROUP__IDM;IDM;IDM SOFTWARE;635
202208;__NO_GROUP__OPTIMUM CIT;OPTIMUM CIT;OPTIMUM LIVE;3
202208;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;2
202208;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;3
202209;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1147
202209;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;20
202209;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202209;total;total;total;3411
202209;VIDAL FRANCE;CALIMAPS (BSA DEVELOPPEMENT BORDEAUX);DR SANTE;3
202209;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1572
202209;__NO_GROUP__IDM;IDM;IDM SOFTWARE;659
202209;__NO_GROUP__OPTIMUM CIT;OPTIMUM CIT;OPTIMUM LIVE;3
202209;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;3
202209;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;3
202210;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1161
202210;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;20
202210;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202210;total;total;total;3452
202210;VIDAL FRANCE;CALIMAPS (BSA DEVELOPPEMENT BORDEAUX);DR SANTE;3
202210;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1599
202210;__NO_GROUP__IDM;IDM;IDM SOFTWARE;660
202210;__NO_GROUP__OPTIMUM CIT;OPTIMUM CIT;OPTIMUM LIVE;3
202210;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;2
202210;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;3
202211;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;1187
202211;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;INTELLIO EDITEURS;19
202211;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202211;total;total;total;3527
202211;VIDAL FRANCE;CALIMAPS (BSA DEVELOPPEMENT BORDEAUX);DR SANTE;3
202211;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1638
202211;__NO_GROUP__IDM;IDM;IDM SOFTWARE;671
202211;__NO_GROUP__OPTIMUM CIT;OPTIMUM CIT;OPTIMUM LIVE;3
202211;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;2
